LLP,Diesel Cost,Demand,PV energy,Renewable invesment cost,Genererator invesment cost,Battery invesment cost,LCOE,NPC
2.25,0.92,110326321.232038,492204.23748792,1.475,1.458,0.417,0.260619765489132,214770.555559697
2.21,0.282,145702617.80883,498978.767180072,1.795,1.358,0.513,0.12670290154191,137892.983736197
0.52,1.01,75905147.9040892,498978.767180072,1.658,1.364,0.409,0.283712414304533,160856.207112376
1.8,0.615,105671890.448763,500994.568547431,1.417,1.453,0.52,0.205958571389254,162565.207020721
3.23,0.46,110326321.232038,498978.767180072,1.603,1.402,0.512,0.174503966996947,143804.572415933
4.68,0.559,84971598.4946137,500994.568547431,1.341,1.507,0.44,0.19200103321325,121861.244178608
3.88,1.129,120443412.640707,492204.23748792,1.417,1.565,0.57,0.313268169154064,281830.229954622
4.14,0.91,110326321.232038,417993.759568193,1.553,1.424,0.463,0.273317035728789,225234.074235438
0.03,0.628,110326321.232038,492204.23748792,1.373,1.649,0.598,0.21359288718847,176016.822664896
3.05,0.891,110326321.232038,503823.180031419,1.551,1.425,0.477,0.258146459655337,212732.36299592
0.58,0.553,154222876.816518,417993.759568193,1.344,1.382,0.593,0.194816949272789,224421.15442467
4.82,0.716,128208122.829654,503823.180031419,1.654,1.453,0.56,0.227908908792163,218255.449920755
0.85,1.047,105671890.448763,500994.568547431,1.456,1.383,0.454,0.286231052036761,225925.097053487
0.65,0.371,128208122.829654,417993.759568193,1.313,1.448,0.572,0.155024316570193,148458.005178464
1.11,0.832,120703373.658017,417993.759568193,1.543,1.653,0.507,0.268831222841261,242374.747752687
2.42,1.176,110326321.232038,500994.568547431,1.39,1.395,0.488,0.297814481150353,245421.836867747
3.19,1.193,84971598.4946137,492204.23748792,1.523,1.374,0.507,0.312590243515557,198398.078153004
0.75,0.79,120443412.640707,498978.767180072,1.569,1.409,0.479,0.256076406359084,230377.930464556
3.14,1.147,145702617.80883,498978.767180072,1.397,1.56,0.48,0.29194474524568,317728.57225937
4.02,1.026,128208122.829654,500994.568547431,1.488,1.385,0.542,0.278777171765913,266969.103462695
2.17,1.199,136752178.826227,498978.767180072,1.308,1.402,0.504,0.296724624748871,303093.133458355
4.42,1.131,136752178.826227,500994.568547431,1.521,1.402,0.503,0.293891360905637,300199.060150867
0.51,0.476,136752178.826227,492204.23748792,1.734,1.351,0.521,0.180485235497643,184358.93420119
1.46,0.378,84971598.4946137,492204.23748792,1.344,1.681,0.443,0.158905351895213,100855.72751623
4.83,0.746,154222876.816518,503823.180031419,1.576,1.424,0.41,0.228796825600915,263564.58163278
3.87,0.914,145702617.80883,498978.767180072,1.622,1.535,0.415,0.261722178647143,284836.824448373
0.73,0.715,120443412.640707,500994.568547431,1.506,1.302,0.597,0.235549552221864,211911.043013592
3.53,1.273,145702617.80883,417993.759568193,1.621,1.579,0.599,0.346161566604098,376733.687176424
3.17,0.855,120443412.640707,417993.759568193,1.547,1.36,0.495,0.273123557385877,245714.319434191
4.21,1.043,120703373.658017,503823.180031419,1.596,1.498,0.551,0.291562508404956,262868.980328671
2.13,1.257,110326321.232038,503823.180031419,1.399,1.317,0.507,0.309622726352728,255152.731136413
0.39,0.958,154222876.816518,503823.180031419,1.688,1.372,0.469,0.27413695525541,315794.555856318
3.74,0.911,84971598.4946137,503823.180031419,1.596,1.557,0.432,0.265323533743714,168398.34343997
3.44,0.757,136752178.826227,503823.180031419,1.319,1.608,0.584,0.228648982397019,233556.404681376
0.29,1.071,105671890.448763,503823.180031419,1.778,1.682,0.468,0.309494925468157,244287.510304699
2.65,1.003,128208122.829654,492204.23748792,1.368,1.572,0.546,0.277421244851522,265670.609075932
4.82,0.602,84971598.4946137,492204.23748792,1.726,1.318,0.417,0.207590068962448,131755.458080218
0.08,0.483,68635646.7221124,503823.180031419,1.602,1.408,0.472,0.183820734857655,94239.3933837123
1.22,0.378,120443412.640707,417993.759568193,1.698,1.41,0.426,0.166138270445452,149465.510940173
2.82,0.345,75905147.9040892,417993.759568193,1.588,1.513,0.419,0.151380293090642,85827.9671610809
1.95,0.357,84971598.4946137,417993.759568193,1.315,1.686,0.518,0.15792443802456,100233.150737817
0.78,0.767,154222876.816518,500994.568547431,1.334,1.434,0.435,0.227296069385796,261835.77187796
3.55,1.173,154222876.816518,503823.180031419,1.504,1.47,0.453,0.293498417433827,338098.168091543
1.96,0.496,120703373.658017,498978.767180072,1.523,1.311,0.404,0.179493822156131,161829.304678447
3.62,0.405,120443412.640707,417993.759568193,1.57,1.63,0.417,0.177873598671422,160023.143595445
1.76,1.071,120443412.640707,417993.759568193,1.481,1.499,0.506,0.321169134630697,288938.296258185
2.83,1.236,136752178.826227,417993.759568193,1.348,1.539,0.526,0.323921392464675,330873.616975348
0.12,0.845,110326321.232038,417993.759568193,1.452,1.629,0.521,0.26692095557831,219963.216575258
2.17,0.864,68635646.7221124,492204.23748792,1.376,1.341,0.454,0.252329282724876,129361.677045593
2.97,0.726,84971598.4946137,500994.568547431,1.705,1.345,0.406,0.231985670355587,147239.116102784
1.33,0.391,128208122.829654,498978.767180072,1.541,1.373,0.453,0.156944044108742,150296.41948123
4.49,1.027,84971598.4946137,503823.180031419,1.675,1.666,0.486,0.291197845726133,184820.525121362
2.62,1.102,68635646.7221124,500994.568547431,1.565,1.657,0.443,0.300948040608433,154287.060210686
1.16,0.376,154222876.816518,500994.568547431,1.671,1.412,0.453,0.15616290299709,179893.274685468
4.89,0.983,128208122.829654,417993.759568193,1.473,1.341,0.416,0.278616916418941,266815.635996062
3.98,1.106,105671890.448763,500994.568547431,1.602,1.56,0.519,0.304579171059334,240407.455069596
4.76,0.995,68635646.7221124,498978.767180072,1.72,1.651,0.532,0.291629127812627,149509.532313452
4.89,0.515,120443412.640707,503823.180031419,1.375,1.499,0.492,0.188440874867466,169529.94375445
3.22,0.738,120443412.640707,503823.180031419,1.509,1.612,0.593,0.242561113512405,218218.961038555
2.54,0.318,110326321.232038,498978.767180072,1.557,1.663,0.571,0.145360070679966,119787.780015615
2.46,0.77,75905147.9040892,498978.767180072,1.464,1.67,0.591,0.24343030297367,138017.489747664
0.52,0.788,110326321.232038,503823.180031419,1.744,1.539,0.552,0.251261987411699,207059.033017565
3.99,0.955,145702617.80883,500994.568547431,1.664,1.483,0.439,0.269985939925313,293830.420377614
1.93,0.991,75905147.9040892,503823.180031419,1.703,1.658,0.461,0.288915230702356,163806.043883204
3.06,1.093,68635646.7221124,503823.180031419,1.72,1.529,0.452,0.304128228167332,155917.44726484
3.94,0.323,136752178.826227,503823.180031419,1.38,1.427,0.417,0.138800470045729,141779.501540385
3.51,0.783,120703373.658017,492204.23748792,1.446,1.602,0.493,0.242438388029931,218579.309811121
2.45,1.002,154222876.816518,503823.180031419,1.622,1.529,0.517,0.281536746511576,324318.812613285
2.88,0.802,145702617.80883,498978.767180072,1.528,1.412,0.449,0.239864051672409,261048.242570997
4.96,1.053,75905147.9040892,492204.23748792,1.549,1.434,0.499,0.290354487550801,164622.058220359
0.8,0.647,75905147.9040892,500994.568547431,1.556,1.36,0.516,0.215138973748205,121977.176797202
0.98,0.589,120703373.658017,503823.180031419,1.772,1.656,0.413,0.213700136945124,192669.274942715
2.62,0.967,75905147.9040892,500994.568547431,1.416,1.305,0.498,0.26949945189713,152797.894858786
4.18,0.84,136752178.826227,417993.759568193,1.734,1.591,0.545,0.268661151601253,274427.342679329
1.05,0.737,120703373.658017,492204.23748792,1.603,1.472,0.586,0.237990796961399,214569.419323143
2.34,0.737,75905147.9040892,417993.759568193,1.691,1.44,0.505,0.247875070062073,140537.535890485
0.51,0.887,75905147.9040892,417993.759568193,1.442,1.624,0.473,0.276098663749443,156539.444875539
3.21,0.505,84971598.4946137,503823.180031419,1.704,1.397,0.59,0.187284693032508,118867.827566332
0.03,1.045,128208122.829654,498978.767180072,1.324,1.33,0.532,0.280243876344558,268373.68334248
0.89,1.107,128208122.829654,500994.568547431,1.326,1.449,0.507,0.288751432108054,276520.887507198
3.52,1.191,68635646.7221124,498978.767180072,1.787,1.5,0.588,0.329831708582168,169094.85298036
3.43,1.172,154222876.816518,417993.759568193,1.621,1.462,0.527,0.324008900596747,373244.996327156
1.18,0.723,128208122.829654,500994.568547431,1.512,1.624,0.59,0.232048378929429,222219.585952254
4.43,0.681,105671890.448763,492204.23748792,1.583,1.394,0.471,0.222181394377051,175370.047138238
4.99,0.489,120703373.658017,503823.180031419,1.626,1.575,0.562,0.185951101519457,167651.104097106
3.05,0.831,105671890.448763,417993.759568193,1.735,1.334,0.526,0.265988015818291,209947.061512718
3.44,0.482,120703373.658017,492204.23748792,1.366,1.342,0.406,0.174059321943754,156929.62969198
2.2,1.211,136752178.826227,503823.180031419,1.529,1.567,0.55,0.314812664084691,321569.390779605
1.7,0.89,154222876.816518,417993.759568193,1.406,1.584,0.482,0.268132780599395,308877.992319623
4.51,1.144,120443412.640707,498978.767180072,1.631,1.361,0.498,0.314409617053159,282857.128170141
3.15,1.125,120703373.658017,417993.759568193,1.321,1.685,0.552,0.314537090831933,283582.566204631
4.48,1.009,145702617.80883,503823.180031419,1.598,1.512,0.526,0.279710598676255,304413.936577045
2.36,1.085,145702617.80883,492204.23748792,1.352,1.32,0.538,0.28500900293993,310180.282604386
0.7,0.451,154222876.816518,503823.180031419,1.702,1.583,0.571,0.178261952897883,205350.475965629
4.43,0.89,105671890.448763,500994.568547431,1.763,1.6,0.576,0.271711379079719,214464.570675715
3.66,0.92,110326321.232038,500994.568547431,1.721,1.34,0.592,0.268485382816538,221252.423886363
1.92,0.864,154222876.816518,503823.180031419,1.415,1.694,0.534,0.254193176595024,292820.138859947
0.98,0.443,75905147.9040892,492204.23748792,1.689,1.67,0.565,0.181648288854035,102988.989202812
2.03,0.311,120443412.640707,492204.23748792,1.315,1.324,0.527,0.140164133291732,126098.001031097
2.52,1.113,110326321.232038,503823.180031419,1.786,1.358,0.408,0.297507449600803,245168.819463839
3.27,0.848,120443412.640707,492204.23748792,1.653,1.383,0.417,0.263926178824689,237439.941217347
3.32,0.458,136752178.826227,417993.759568193,1.401,1.665,0.494,0.181197959002332,185086.954669691
0.63,0.641,120443412.640707,417993.759568193,1.735,1.507,0.463,0.241863270117398,217591.14952161
3.4,0.999,110326321.232038,417993.759568193,1.525,1.607,0.442,0.291265468651192,240024.951293192
0.24,0.352,68635646.7221124,417993.759568193,1.661,1.483,0.423,0.153615263035822,78753.9513112356
2.81,1.108,145702617.80883,500994.568547431,1.748,1.669,0.463,0.302495195517065,329210.811813296
0.74,0.712,68635646.7221124,492204.23748792,1.439,1.65,0.486,0.234019891204254,119974.99957711
2.34,0.69,120703373.658017,500994.568547431,1.712,1.526,0.576,0.229744928182743,207135.050859148
1.97,0.677,120703373.658017,500994.568547431,1.649,1.656,0.453,0.228444735055213,205962.813579623
1.52,0.523,136752178.826227,503823.180031419,1.566,1.389,0.445,0.185944989115688,189935.868819961
0.04,0.618,84971598.4946137,417993.759568193,1.508,1.337,0.562,0.216911072837516,137671.411292553
2.73,0.967,75905147.9040892,503823.180031419,1.47,1.41,0.509,0.273379623748982,154997.832878993
2.22,0.702,128208122.829654,498978.767180072,1.362,1.699,0.518,0.223724982495761,214248.740744287
2.81,0.892,84971598.4946137,417993.759568193,1.616,1.458,0.545,0.277120869892947,175886.001381592
3.5,0.372,75905147.9040892,503823.180031419,1.356,1.542,0.524,0.154080389942684,87358.8389754855
3.98,1.049,68635646.7221124,492204.23748792,1.771,1.53,0.462,0.300694795238006,154157.228882872
3.41,1.071,145702617.80883,500994.568547431,1.558,1.404,0.518,0.287984923045769,313419.028503342
3.46,0.327,84971598.4946137,500994.568547431,1.619,1.58,0.487,0.14690229307314,93237.4993352275
2.96,0.346,154222876.816518,503823.180031419,1.483,1.574,0.427,0.149225121669206,171901.234462266
4.33,1.264,154222876.816518,417993.759568193,1.518,1.5,0.548,0.3340391454039,384799.427947126
0.14,0.475,120443412.640707,500994.568547431,1.599,1.539,0.423,0.194891364052968,175333.095908016
3.38,0.389,105671890.448763,492204.23748792,1.411,1.365,0.436,0.155860217711066,123022.06403737
4.81,0.321,75905147.9040892,500994.568547431,1.316,1.567,0.524,0.142371649298903,80720.3433896014
1.32,0.624,136752178.826227,417993.759568193,1.368,1.646,0.464,0.216342418650896,220985.708969571
2.87,0.579,120443412.640707,492204.23748792,1.522,1.505,0.588,0.209264926039878,188264.203115546
1.95,0.511,145702617.80883,492204.23748792,1.552,1.696,0.411,0.190630293213926,207466.282159919
1.38,0.994,68635646.7221124,417993.759568193,1.322,1.435,0.569,0.29118994275043,149284.375266416
1.87,1.238,105671890.448763,498978.767180072,1.688,1.525,0.599,0.337621455863899,266488.068434988
2.86,0.989,154222876.816518,500994.568547431,1.573,1.463,0.507,0.275769754523006,317675.473804912
0.69,0.742,84971598.4946137,417993.759568193,1.728,1.616,0.537,0.256025193945888,162496.774903617
4.77,0.595,136752178.826227,492204.23748792,1.774,1.639,0.502,0.2119161806994,216464.472043966
2.18,0.592,136752178.826227,500994.568547431,1.419,1.477,0.578,0.198113054732625,202365.093860132
0.82,0.356,128208122.829654,492204.23748792,1.309,1.644,0.497,0.151083125009474,144683.749306382
2.72,0.461,120703373.658017,500994.568547431,1.655,1.367,0.423,0.176067582803263,158740.251665501
3.7,0.507,136752178.826227,492204.23748792,1.647,1.543,0.599,0.188708072236364,192758.255137781
4.68,0.803,68635646.7221124,417993.759568193,1.45,1.689,0.518,0.258345237063889,132445.876920932
2.7,0.504,110326321.232038,500994.568547431,1.686,1.62,0.542,0.190532843646828,157013.588764451
4.89,0.805,145702617.80883,492204.23748792,1.503,1.56,0.464,0.242316049100511,263716.794256554
2.15,0.418,84971598.4946137,503823.180031419,1.478,1.539,0.503,0.166456422423569,105648.320733392
3,0.98,68635646.7221124,503823.180031419,1.441,1.617,0.501,0.279455414391227,143268.433511686
0.26,0.594,145702617.80883,498978.767180072,1.336,1.338,0.546,0.194706882148813,211902.905195829
4.47,0.725,110326321.232038,503823.180031419,1.471,1.467,0.42,0.224418779009313,184938.182855778
4.14,0.385,68635646.7221124,503823.180031419,1.782,1.483,0.487,0.163338363210357,83738.6939898393
2.21,0.341,136752178.826227,417993.759568193,1.659,1.428,0.44,0.147229453976612,150389.394142468
3.24,0.788,120703373.658017,498978.767180072,1.777,1.672,0.488,0.253957078753825,228964.412140896
2.54,0.722,120703373.658017,417993.759568193,1.428,1.554,0.538,0.238278780598901,214829.061639831
3.91,0.33,110326321.232038,492204.23748792,1.747,1.531,0.445,0.146543230422207,120762.793843442
3.63,0.526,154222876.816518,498978.767180072,1.644,1.699,0.534,0.194767430906831,224364.111293182
4.93,0.811,75905147.9040892,498978.767180072,1.575,1.585,0.464,0.249205714795769,141291.970501325
1.02,0.552,120703373.658017,500994.568547431,1.764,1.483,0.485,0.201913219879702,182042.343218343
3.43,1.005,136752178.826227,498978.767180072,1.399,1.38,0.458,0.267851926966221,273600.749906617
1.54,0.59,120443412.640707,503823.180031419,1.659,1.638,0.55,0.220442653002081,198320.19242539
4.06,0.352,136752178.826227,498978.767180072,1.43,1.487,0.495,0.148050115879372,151227.669657445
2.97,0.922,84971598.4946137,492204.23748792,1.376,1.454,0.48,0.262480665424197,166594.001741102
4.58,0.612,154222876.816518,417993.759568193,1.732,1.357,0.515,0.216721171284184,249653.92194783
4.16,1.235,120443412.640707,500994.568547431,1.416,1.344,0.521,0.320180176386423,288048.584640973
3.61,0.978,105671890.448763,498978.767180072,1.371,1.431,0.435,0.268270351455921,211748.532376103
3.21,0.722,105671890.448763,500994.568547431,1.36,1.693,0.587,0.230357210550123,181823.302469024
2.16,0.582,154222876.816518,492204.23748792,1.52,1.65,0.426,0.20314176357572,234010.999883233
0.26,1.205,120703373.658017,503823.180031419,1.462,1.582,0.513,0.318616648213911,287260.642288759
2.11,0.329,68635646.7221124,500994.568547431,1.338,1.666,0.514,0.147857717217834,75802.2297566117
0.59,0.587,84971598.4946137,503823.180031419,1.756,1.644,0.471,0.213525077616004,135522.352073595
0.75,0.647,68635646.7221124,498978.767180072,1.526,1.606,0.403,0.219376156705295,112467.594837799
4.65,0.694,75905147.9040892,503823.180031419,1.434,1.302,0.433,0.217134276100545,123108.45182169
0.25,1.058,154222876.816518,417993.759568193,1.79,1.422,0.445,0.312369605002365,359837.004036282
2.05,0.418,68635646.7221124,498978.767180072,1.333,1.46,0.57,0.163019091470822,83575.0129171807
2.68,1.252,105671890.448763,492204.23748792,1.763,1.634,0.531,0.340985643316859,269143.456001808
1.24,1.069,68635646.7221124,500994.568547431,1.517,1.599,0.571,0.303742046456367,155719.463450852
0.25,1.077,120703373.658017,417993.759568193,1.597,1.425,0.496,0.315508088150713,284458.004807783
1.55,0.624,136752178.826227,498978.767180072,1.684,1.435,0.411,0.211334734771527,215870.546722248
3.56,1.21,75905147.9040892,500994.568547431,1.396,1.608,0.571,0.316815977522858,179624.90863098
0.33,0.499,110326321.232038,503823.180031419,1.337,1.412,0.53,0.177453136237845,146234.912705429
2.99,0.622,128208122.829654,503823.180031419,1.761,1.305,0.598,0.209639029187768,200759.421291653
3.37,0.935,120443412.640707,498978.767180072,1.31,1.568,0.446,0.270030054527115,242931.264186656
1.56,0.817,105671890.448763,503823.180031419,1.518,1.608,0.523,0.253263422398472,199903.409774438
3.32,1.132,120703373.658017,500994.568547431,1.513,1.397,0.539,0.303418999483438,273558.639081872
2.77,0.83,136752178.826227,500994.568547431,1.328,1.616,0.588,0.243717551408577,248948.385722087
2.8,0.855,136752178.826227,498978.767180072,1.483,1.624,0.426,0.24994698289424,255311.517566138
4.89,0.37,120703373.658017,500994.568547431,1.573,1.457,0.468,0.156044096706058,140687.336008434
0.73,0.761,120443412.640707,492204.23748792,1.35,1.586,0.502,0.249651576693965,224597.862777407
2.31,1.049,84971598.4946137,500994.568547431,1.351,1.318,0.523,0.281834157596681,178877.480615513
1.62,0.833,84971598.4946137,492204.23748792,1.584,1.603,0.566,0.259214815866998,164521.197841665
0.91,1.26,120703373.658017,500994.568547431,1.406,1.549,0.508,0.321940961521853,290257.800100072
3.18,0.342,68635646.7221124,498978.767180072,1.694,1.334,0.497,0.146188534818722,74946.4898594726
